,$LINK:NO,FROMNODENO,TONODENO,FROMNODE\WKTLOCWGS84,TONODE\WKTLOCWGS84,From_Coords,To_Coords,Orig_Long,Orig_Lat,Dest_Long,Dest_Lat,Origins,Destinations,Response
446,100229,260543,267933,POINT(-0.43790 51.56970),POINT(-0.12430 51.50830),-0.43790 51.56970,-0.12430 51.50830,-0.4379,51.5697,-0.1243,51.5083,51.5697%2C-0.4379,51.5083%2C-0.1243,"{
   ""destination_addresses"" : [ ""15a Villiers St, London WC2N 6ND, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.1 km"",
                  ""value"" : 25081
               },
               ""duration"" : {
                  ""text"" : ""50 mins"",
                  ""value"" : 2978
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
447,100229,267933,260543,POINT(-0.12430 51.50830),POINT(-0.43790 51.56970),-0.12430 51.50830,-0.43790 51.56970,-0.1243,51.5083,-0.4379,51.5697,51.5083%2C-0.1243,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""15a Villiers St, London WC2N 6ND, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.1 km"",
                  ""value"" : 25055
               },
               ""duration"" : {
                  ""text"" : ""47 mins"",
                  ""value"" : 2821
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
448,100230,260543,269122,POINT(-0.43790 51.56970),POINT(-0.09030 51.51140),-0.43790 51.56970,-0.09030 51.51140,-0.4379,51.5697,-0.0903,51.5114,51.5697%2C-0.4379,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""Cannon Street Station, London EC4N 6AF, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""27.3 km"",
                  ""value"" : 27315
               },
               ""duration"" : {
                  ""text"" : ""50 mins"",
                  ""value"" : 2980
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
449,100230,269122,260543,POINT(-0.09030 51.51140),POINT(-0.43790 51.56970),-0.09030 51.51140,-0.43790 51.56970,-0.0903,51.5114,-0.4379,51.5697,51.5114%2C-0.0903,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""Cannon Street Station, London EC4N 6AF, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""27.3 km"",
                  ""value"" : 27327
               },
               ""duration"" : {
                  ""text"" : ""51 mins"",
                  ""value"" : 3073
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
450,100231,260543,267662,POINT(-0.43790 51.56970),POINT(-0.13350 51.52810),-0.43790 51.56970,-0.13350 51.52810,-0.4379,51.5697,-0.1335,51.5281,51.5697%2C-0.4379,51.5281%2C-0.1335,"{
   ""destination_addresses"" : [ ""Euston, London NW1 2DS, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.2 km"",
                  ""value"" : 25177
               },
               ""duration"" : {
                  ""text"" : ""46 mins"",
                  ""value"" : 2757
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
451,100231,267662,260543,POINT(-0.13350 51.52810),POINT(-0.43790 51.56970),-0.13350 51.52810,-0.43790 51.56970,-0.1335,51.5281,-0.4379,51.5697,51.5281%2C-0.1335,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""Euston, London NW1 2DS, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.2 km"",
                  ""value"" : 25214
               },
               ""duration"" : {
                  ""text"" : ""47 mins"",
                  ""value"" : 2793
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
452,100232,260543,269459,POINT(-0.43790 51.56970),POINT(-0.07540 51.51160),-0.43790 51.56970,-0.07540 51.51160,-0.4379,51.5697,-0.0754,51.5116,51.5697%2C-0.4379,51.5116%2C-0.0754,"{
   ""destination_addresses"" : [ ""121 Minories, London EC3N 1DR, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""28.8 km"",
                  ""value"" : 28830
               },
               ""duration"" : {
                  ""text"" : ""57 mins"",
                  ""value"" : 3440
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
453,100232,269459,260543,POINT(-0.07540 51.51160),POINT(-0.43790 51.56970),-0.07540 51.51160,-0.43790 51.56970,-0.0754,51.5116,-0.4379,51.5697,51.5116%2C-0.0754,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""121 Minories, London EC3N 1DR, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""29.8 km"",
                  ""value"" : 29796
               },
               ""duration"" : {
                  ""text"" : ""1 hour 3 mins"",
                  ""value"" : 3765
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
454,100233,260543,267983,POINT(-0.43790 51.56970),POINT(-0.12310 51.53080),-0.43790 51.56970,-0.12310 51.53080,-0.4379,51.5697,-0.1231,51.5308,51.5697%2C-0.4379,51.5308%2C-0.1231,"{
   ""destination_addresses"" : [ ""1 York Way, London N1C 4AX, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.1 km"",
                  ""value"" : 26095
               },
               ""duration"" : {
                  ""text"" : ""51 mins"",
                  ""value"" : 3038
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
455,100233,267983,260543,POINT(-0.12310 51.53080),POINT(-0.43790 51.56970),-0.12310 51.53080,-0.43790 51.56970,-0.1231,51.5308,-0.4379,51.5697,51.5308%2C-0.1231,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""1 York Way, London N1C 4AX, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.1 km"",
                  ""value"" : 26095
               },
               ""duration"" : {
                  ""text"" : ""54 mins"",
                  ""value"" : 3211
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
456,100234,260543,269225,POINT(-0.43790 51.56970),POINT(-0.08570 51.50523),-0.43790 51.56970,-0.08570 51.50523,-0.4379,51.5697,-0.0857,51.50523,51.5697%2C-0.4379,51.50523%2C-0.0857,"{
   ""destination_addresses"" : [
      ""Retail Trading Cart 1, London Bridge Underground Station, London SE1 3QX, UK""
   ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""28.4 km"",
                  ""value"" : 28387
               },
               ""duration"" : {
                  ""text"" : ""54 mins"",
                  ""value"" : 3226
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
457,100234,269225,260543,POINT(-0.08570 51.50523),POINT(-0.43790 51.56970),-0.08570 51.50523,-0.43790 51.56970,-0.0857,51.50523,-0.4379,51.5697,51.50523%2C-0.0857,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [
      ""Retail Trading Cart 1, London Bridge Underground Station, London SE1 3QX, UK""
   ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""28.4 km"",
                  ""value"" : 28403
               },
               ""duration"" : {
                  ""text"" : ""57 mins"",
                  ""value"" : 3429
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
458,100235,260543,269296,POINT(-0.43790 51.56970),POINT(-0.08210 51.51860),-0.43790 51.56970,-0.08210 51.51860,-0.4379,51.5697,-0.0821,51.5186,51.5697%2C-0.4379,51.5186%2C-0.0821,"{
   ""destination_addresses"" : [ ""53 Liverpool St, London EC2M 7PY, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""28.0 km"",
                  ""value"" : 28048
               },
               ""duration"" : {
                  ""text"" : ""51 mins"",
                  ""value"" : 3059
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
459,100235,269296,260543,POINT(-0.08210 51.51860),POINT(-0.43790 51.56970),-0.08210 51.51860,-0.43790 51.56970,-0.0821,51.5186,-0.4379,51.5697,51.5186%2C-0.0821,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""53 Liverpool St, London EC2M 7PY, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""28.0 km"",
                  ""value"" : 28040
               },
               ""duration"" : {
                  ""text"" : ""53 mins"",
                  ""value"" : 3171
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
460,100236,260543,266682,POINT(-0.43790 51.56970),POINT(-0.16290 51.52240),-0.43790 51.56970,-0.16290 51.52240,-0.4379,51.5697,-0.1629,51.5224,51.5697%2C-0.4379,51.5224%2C-0.1629,"{
   ""destination_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.5 km"",
                  ""value"" : 25520
               },
               ""duration"" : {
                  ""text"" : ""49 mins"",
                  ""value"" : 2924
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
461,100236,266682,260543,POINT(-0.16290 51.52240),POINT(-0.43790 51.56970),-0.16290 51.52240,-0.43790 51.56970,-0.1629,51.5224,-0.4379,51.5697,51.5224%2C-0.1629,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""12 Melcombe Pl, London NW1 6JJ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.4 km"",
                  ""value"" : 25421
               },
               ""duration"" : {
                  ""text"" : ""46 mins"",
                  ""value"" : 2780
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
462,100237,260543,266343,POINT(-0.43790 51.56970),POINT(-0.17530 51.51620),-0.43790 51.56970,-0.17530 51.51620,-0.4379,51.5697,-0.1753,51.5162,51.5697%2C-0.4379,51.5162%2C-0.1753,"{
   ""destination_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""21.2 km"",
                  ""value"" : 21180
               },
               ""duration"" : {
                  ""text"" : ""39 mins"",
                  ""value"" : 2369
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
463,100237,266343,260543,POINT(-0.17530 51.51620),POINT(-0.43790 51.56970),-0.17530 51.51620,-0.43790 51.56970,-0.1753,51.5162,-0.4379,51.5697,51.5162%2C-0.1753,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""31 London St, London W2 1HU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""21.2 km"",
                  ""value"" : 21196
               },
               ""duration"" : {
                  ""text"" : ""40 mins"",
                  ""value"" : 2370
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
464,100238,260543,267948,POINT(-0.43790 51.56970),POINT(-0.12784 51.53233),-0.43790 51.56970,-0.12784 51.53233,-0.4379,51.5697,-0.12784,51.53233,51.5697%2C-0.4379,51.53233%2C-0.12784,"{
   ""destination_addresses"" : [ ""St Pancras International, Euston Rd, London N1C 4QP, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.3 km"",
                  ""value"" : 26300
               },
               ""duration"" : {
                  ""text"" : ""53 mins"",
                  ""value"" : 3183
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
465,100238,267948,260543,POINT(-0.12784 51.53233),POINT(-0.43790 51.56970),-0.12784 51.53233,-0.43790 51.56970,-0.12784,51.53233,-0.4379,51.5697,51.53233%2C-0.12784,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""St Pancras International, Euston Rd, London N1C 4QP, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.3 km"",
                  ""value"" : 26283
               },
               ""duration"" : {
                  ""text"" : ""56 mins"",
                  ""value"" : 3373
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
466,100239,260543,267252,POINT(-0.43790 51.56970),POINT(-0.14370 51.49510),-0.43790 51.56970,-0.14370 51.49510,-0.4379,51.5697,-0.1437,51.4951,51.5697%2C-0.4379,51.4951%2C-0.1437,"{
   ""destination_addresses"" : [ ""Victoria Station, London SW1, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""25.9 km"",
                  ""value"" : 25855
               },
               ""duration"" : {
                  ""text"" : ""49 mins"",
                  ""value"" : 2949
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
467,100239,267252,260543,POINT(-0.14370 51.49510),POINT(-0.43790 51.56970),-0.14370 51.49510,-0.43790 51.56970,-0.1437,51.4951,-0.4379,51.5697,51.4951%2C-0.1437,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""Victoria Station, London SW1, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""24.6 km"",
                  ""value"" : 24564
               },
               ""duration"" : {
                  ""text"" : ""51 mins"",
                  ""value"" : 3080
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
468,100240,260543,268311,POINT(-0.43790 51.56970),POINT(-0.11340 51.50330),-0.43790 51.56970,-0.11340 51.50330,-0.4379,51.5697,-0.1134,51.5033,51.5697%2C-0.4379,51.5033%2C-0.1134,"{
   ""destination_addresses"" : [ ""12 Lower Rd, London SE1 8SE, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.5 km"",
                  ""value"" : 26502
               },
               ""duration"" : {
                  ""text"" : ""49 mins"",
                  ""value"" : 2911
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
469,100240,268311,260543,POINT(-0.11340 51.50330),POINT(-0.43790 51.56970),-0.11340 51.50330,-0.43790 51.56970,-0.1134,51.5033,-0.4379,51.5697,51.5033%2C-0.1134,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""12 Lower Rd, London SE1 8SE, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.5 km"",
                  ""value"" : 26505
               },
               ""duration"" : {
                  ""text"" : ""48 mins"",
                  ""value"" : 2859
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
470,100241,260543,268672,POINT(-0.43790 51.56970),POINT(-0.10480 51.52030),-0.43790 51.56970,-0.10480 51.52030,-0.4379,51.5697,-0.1048,51.5203,51.5697%2C-0.4379,51.5203%2C-0.1048,"{
   ""destination_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""origin_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.0 km"",
                  ""value"" : 25985
               },
               ""duration"" : {
                  ""text"" : ""50 mins"",
                  ""value"" : 2983
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
471,100241,268672,260543,POINT(-0.10480 51.52030),POINT(-0.43790 51.56970),-0.10480 51.52030,-0.43790 51.56970,-0.1048,51.5203,-0.4379,51.5697,51.5203%2C-0.1048,51.5697%2C-0.4379,"{
   ""destination_addresses"" : [ ""West Ruislip, Ickenham, Ruislip HA4 7DW, UK"" ],
   ""origin_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""26.0 km"",
                  ""value"" : 25980
               },
               ""duration"" : {
                  ""text"" : ""52 mins"",
                  ""value"" : 3096
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
472,100242,275978,280810,POINT(0.70290 50.93410),POINT(0.71342 50.92585),0.70290 50.93410,0.71342 50.92585,0.7029,50.9341,0.71342,50.92585,50.9341%2C0.7029,50.92585%2C0.71342,"{
   ""destination_addresses"" : [ ""Bridge Inn, Winchelsea TN36, UK"" ],
   ""origin_addresses"" : [ ""Winchelsea, Winchelsea Ln, Winchelsea TN36 4JX, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.5 km"",
                  ""value"" : 1523
               },
               ""duration"" : {
                  ""text"" : ""19 mins"",
                  ""value"" : 1122
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
473,100242,280810,275978,POINT(0.71342 50.92585),POINT(0.70290 50.93410),0.71342 50.92585,0.70290 50.93410,0.71342,50.92585,0.7029,50.9341,50.92585%2C0.71342,50.9341%2C0.7029,"{
   ""destination_addresses"" : [ ""Winchelsea, Winchelsea Ln, Winchelsea TN36 4JX, UK"" ],
   ""origin_addresses"" : [ ""Bridge Inn, Winchelsea TN36, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""1.5 km"",
                  ""value"" : 1523
               },
               ""duration"" : {
                  ""text"" : ""18 mins"",
                  ""value"" : 1099
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
474,100243,271036,272192,POINT(-0.00340 51.54210),POINT(0.06960 51.49010),-0.00340 51.54210,0.06960 51.49010,-0.0034,51.5421,0.0696,51.4901,51.5421%2C-0.0034,51.4901%2C0.0696,"{
   ""destination_addresses"" : [ ""3 Vincent Rd, London SE18 6RF, UK"" ],
   ""origin_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""9.8 km"",
                  ""value"" : 9816
               },
               ""duration"" : {
                  ""text"" : ""24 mins"",
                  ""value"" : 1453
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
475,100243,272192,271036,POINT(0.06960 51.49010),POINT(-0.00340 51.54210),0.06960 51.49010,-0.00340 51.54210,0.0696,51.4901,-0.0034,51.5421,51.4901%2C0.0696,51.5421%2C-0.0034,"{
   ""destination_addresses"" : [ ""Stratford, London E15 1AZ, UK"" ],
   ""origin_addresses"" : [ ""3 Vincent Rd, London SE18 6RF, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""9.8 km"",
                  ""value"" : 9813
               },
               ""duration"" : {
                  ""text"" : ""24 mins"",
                  ""value"" : 1420
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
476,100244,234627,234631,POINT(-2.61240 50.94480),POINT(-2.61200 50.92480),-2.61240 50.94480,-2.61200 50.92480,-2.6124,50.9448,-2.612,50.9248,50.9448%2C-2.6124,50.9248%2C-2.612,"{
   ""destination_addresses"" : [ ""Yeovil Junction, Yeovil BA22 9UU, UK"" ],
   ""origin_addresses"" : [ ""Pen Mill Railway Station, Yeovil BA21 5DD, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.8 km"",
                  ""value"" : 3810
               },
               ""duration"" : {
                  ""text"" : ""49 mins"",
                  ""value"" : 2921
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
477,100244,234631,234627,POINT(-2.61200 50.92480),POINT(-2.61240 50.94480),-2.61200 50.92480,-2.61240 50.94480,-2.612,50.9248,-2.6124,50.9448,50.9248%2C-2.612,50.9448%2C-2.6124,"{
   ""destination_addresses"" : [ ""Pen Mill Railway Station, Yeovil BA21 5DD, UK"" ],
   ""origin_addresses"" : [ ""Yeovil Junction, Yeovil BA22 9UU, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""4.0 km"",
                  ""value"" : 4005
               },
               ""duration"" : {
                  ""text"" : ""18 mins"",
                  ""value"" : 1077
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
478,100245,268672,269122,POINT(-0.10480 51.52030),POINT(-0.09030 51.51140),-0.10480 51.52030,-0.09030 51.51140,-0.1048,51.5203,-0.0903,51.5114,51.5203%2C-0.1048,51.5114%2C-0.0903,"{
   ""destination_addresses"" : [ ""Cannon Street Station, London EC4N 6AF, UK"" ],
   ""origin_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.9 km"",
                  ""value"" : 3916
               },
               ""duration"" : {
                  ""text"" : ""14 mins"",
                  ""value"" : 854
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
479,100245,269122,268672,POINT(-0.09030 51.51140),POINT(-0.10480 51.52030),-0.09030 51.51140,-0.10480 51.52030,-0.0903,51.5114,-0.1048,51.5203,51.5114%2C-0.0903,51.5203%2C-0.1048,"{
   ""destination_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""origin_addresses"" : [ ""Cannon Street Station, London EC4N 6AF, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""3.9 km"",
                  ""value"" : 3907
               },
               ""duration"" : {
                  ""text"" : ""11 mins"",
                  ""value"" : 682
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
480,100246,268672,269459,POINT(-0.10480 51.52030),POINT(-0.07540 51.51160),-0.10480 51.52030,-0.07540 51.51160,-0.1048,51.5203,-0.0754,51.5116,51.5203%2C-0.1048,51.5116%2C-0.0754,"{
   ""destination_addresses"" : [ ""121 Minories, London EC3N 1DR, UK"" ],
   ""origin_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.7 km"",
                  ""value"" : 2719
               },
               ""duration"" : {
                  ""text"" : ""16 mins"",
                  ""value"" : 933
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
481,100246,269459,268672,POINT(-0.07540 51.51160),POINT(-0.10480 51.52030),-0.07540 51.51160,-0.10480 51.52030,-0.0754,51.5116,-0.1048,51.5203,51.5116%2C-0.0754,51.5203%2C-0.1048,"{
   ""destination_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""origin_addresses"" : [ ""121 Minories, London EC3N 1DR, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.7 km"",
                  ""value"" : 2724
               },
               ""duration"" : {
                  ""text"" : ""12 mins"",
                  ""value"" : 708
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
482,100247,268672,269296,POINT(-0.10480 51.52030),POINT(-0.08210 51.51860),-0.10480 51.52030,-0.08210 51.51860,-0.1048,51.5203,-0.0821,51.5186,51.5203%2C-0.1048,51.5186%2C-0.0821,"{
   ""destination_addresses"" : [ ""53 Liverpool St, London EC2M 7PY, UK"" ],
   ""origin_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.0 km"",
                  ""value"" : 1989
               },
               ""duration"" : {
                  ""text"" : ""9 mins"",
                  ""value"" : 551
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
483,100247,269296,268672,POINT(-0.08210 51.51860),POINT(-0.10480 51.52030),-0.08210 51.51860,-0.10480 51.52030,-0.0821,51.5186,-0.1048,51.5203,51.5186%2C-0.0821,51.5203%2C-0.1048,"{
   ""destination_addresses"" : [ ""40 Cowcross St, London EC1M 6BY, UK"" ],
   ""origin_addresses"" : [ ""53 Liverpool St, London EC2M 7PY, UK"" ],
   ""rows"" : [
      {
         ""elements"" : [
            {
               ""distance"" : {
                  ""text"" : ""2.0 km"",
                  ""value"" : 2006
               },
               ""duration"" : {
                  ""text"" : ""8 mins"",
                  ""value"" : 465
               },
               ""status"" : ""OK""
            }
         ]
      }
   ],
   ""status"" : ""OK""
}
"
